region,scenario,year,pop_1e6,pop_low_inc_1e6,final_ener_dem_EJ,
Africa_Eastern,SSP126,2025,371.287751,129.26383,6.583102939,-242.023921
Africa_Eastern,SSP126,2030,409.174644,121.086029,7.786719264,-288.088615
Africa_Eastern,SSP126,2035,444.937288,111.9188019,9.209489041,-333.0184861
Africa_Eastern,SSP126,2040,477.900428,102.1787521,10.84856454,-375.7216759
Africa_Eastern,SSP126,2045,509.304509,92.55920626,12.7149696,-416.7453027
Africa_Eastern,SSP126,2050,538.371587,83.16549138,14.61175845,-455.2060956
Africa_Eastern,SSP126,2055,563.285012,73.96191506,16.60305261,-489.3230969
Africa_Eastern,SSP126,2060,583.707026,65.14690658,18.53954723,-518.5601194
Africa_Northern,SSP126,2025,220.363459,1.432969381,8.507049775,-218.9304896
Africa_Northern,SSP126,2030,233.583994,1.291098378,9.652080068,-232.2928956
Africa_Northern,SSP126,2035,245.265228,1.15231486,10.79123475,-244.1129131
Africa_Northern,SSP126,2040,255.616161,1.020804122,11.82747095,-254.5953569
Africa_Northern,SSP126,2045,264.971577,0.89944026,12.75084485,-264.0721367
Africa_Northern,SSP126,2050,272.71628,0.786870063,13.47689264,-271.9294099
Africa_Northern,SSP126,2055,278.425476,0.682841417,14.09557902,-277.7426346
Africa_Northern,SSP126,2060,282.011444,0.587890635,14.55836359,-281.4235534
Africa_Southern,SSP126,2025,209.485737,105.7342412,4.135355425,-103.7514958
Africa_Southern,SSP126,2030,233.321081,100.1000051,4.695385885,-133.2210759
Africa_Southern,SSP126,2035,256.332781,93.47666182,5.38853,-162.8561192
Africa_Southern,SSP126,2040,278.036478,86.18263129,6.247610138,-191.8538467
Africa_Southern,SSP126,2045,299.001836,78.77905229,7.301555886,-220.2227837
Africa_Southern,SSP126,2050,318.800658,71.39618919,8.444484291,-247.4044688
Africa_Southern,SSP126,2055,336.086951,63.97737237,9.685572633,-272.1095786
Africa_Southern,SSP126,2060,350.639932,56.73552102,10.92901444,-293.904411
Africa_Western,SSP126,2025,622.797479,223.472817,15.33854508,-399.324662
Africa_Western,SSP126,2030,692.481755,211.2054491,18.71078225,-481.2763059
Africa_Western,SSP126,2035,761.315184,197.3695726,22.68176827,-563.9456114
Africa_Western,SSP126,2040,828.040473,182.4677848,26.64740138,-645.5726882
Africa_Western,SSP126,2045,894.388875,167.5251244,30.6993652,-726.8637506
Africa_Western,SSP126,2050,957.616825,152.4629273,34.37838457,-805.1538977
Africa_Western,SSP126,2055,1014.572146,137.3012044,38.03853009,-877.2709416
Africa_Western,SSP126,2060,1063.944267,122.3852886,41.53344106,-941.5589784
Argentina,SSP126,2025,45.898345,0.27539007,3.499477757,-45.62295493
Argentina,SSP126,2030,46.799912,0.238679551,3.727761136,-46.56123245
Argentina,SSP126,2035,47.530373,0.206044167,3.934982552,-47.32432883
Argentina,SSP126,2040,48.060967,0.177092648,4.095111746,-47.88387435
Argentina,SSP126,2045,48.443481,0.151726799,4.207962084,-48.2917542
Argentina,SSP126,2050,48.632883,0.129472011,4.263820722,-48.50341099
Argentina,SSP126,2055,48.609732,0.109998821,4.293093751,-48.49973318
Argentina,SSP126,2060,48.329408,0.092959805,4.297623887,-48.2364482
Australia_NZ,SSP126,2025,31.746474,0.15873237,6.43436085,-31.58774163
Australia_NZ,SSP126,2030,32.872356,0.139707513,6.741576197,-32.73264849
Australia_NZ,SSP126,2035,33.915097,0.122518288,7.069555245,-33.79257871
Australia_NZ,SSP126,2040,34.885307,0.107119696,7.38541436,-34.7781873
Australia_NZ,SSP126,2045,35.838688,0.093540096,7.753841637,-35.7451479
Australia_NZ,SSP126,2050,36.782628,0.081603237,8.096797294,-36.70102476
Australia_NZ,SSP126,2055,37.620646,0.070943042,8.422633486,-37.54970296
Australia_NZ,SSP126,2060,38.341322,0.061456747,8.738105616,-38.27986525
Brazil,SSP126,2025,217.004168,7.59514588,13.96667061,-209.4090221
Brazil,SSP126,2030,220.66621,6.564819748,14.91409995,-214.1013903
Brazil,SSP126,2035,222.826934,5.634736094,15.79478979,-217.1921979
Brazil,SSP126,2040,223.453514,4.802993625,16.53964425,-218.6505204
Brazil,SSP126,2045,222.956295,4.073460281,17.20050414,-218.8828347
Brazil,SSP126,2050,221.235261,3.435714122,17.63189591,-217.7995469
Brazil,SSP126,2055,218.385801,2.882743467,17.91818353,-215.5030575
Brazil,SSP126,2060,214.408676,2.405707817,18.00606228,-212.0029682
Canada,SSP126,2025,38.65693,0.07731386,11.56000284,-38.57961614
Canada,SSP126,2030,39.483135,0.06712133,11.79586209,-39.41601367
Canada,SSP126,2035,40.264983,0.0581829,12.08483835,-40.2068001
Canada,SSP126,2040,40.980694,0.050334537,12.38631152,-40.93035946
Canada,SSP126,2045,41.670639,0.043504668,12.74338349,-41.62713433
Canada,SSP126,2050,42.362036,0.037592521,13.06906584,-42.32444348
Canada,SSP126,2055,42.910563,0.032367396,13.38899937,-42.8781956
Canada,SSP126,2060,43.350025,0.02779405,13.71252941,-43.32223095
Central_America_and_Caribbean,SSP126,2025,93.898485,8.635930192,3.842962367,-85.26255481
Central_America_and_Caribbean,SSP126,2030,97.34558,7.610018291,4.18919273,-89.73556171
Central_America_and_Caribbean,SSP126,2035,99.994851,6.644556932,4.593444916,-93.35029407
Central_America_and_Caribbean,SSP126,2040,101.827257,5.751370692,5.03003166,-96.07588631
Central_America_and_Caribbean,SSP126,2045,103.046591,4.947204577,5.485627024,-98.09938642
Central_America_and_Caribbean,SSP126,2050,103.593413,4.227438595,5.895213436,-99.36597441
Central_America_and_Caribbean,SSP126,2055,103.461023,3.588730622,6.256671182,-99.87229238
Central_America_and_Caribbean,SSP126,2060,102.688155,3.027633966,6.548474728,-99.66052103
Central_Asia,SSP126,2025,99.873303,1.850696716,7.081417418,-98.02260628
Central_Asia,SSP126,2030,104.55462,1.646827062,7.650354744,-102.9077929
Central_Asia,SSP126,2035,108.453571,1.452003119,8.084534468,-107.0015679
Central_Asia,SSP126,2040,111.777786,1.272032249,8.376797571,-110.5057538
Central_Asia,SSP126,2045,114.697704,1.109471801,8.532421694,-113.5882322
Central_Asia,SSP126,2050,116.898223,0.961143823,8.545283891,-115.9370792
Central_Asia,SSP126,2055,118.147018,0.825699764,8.478141981,-117.3213182
Central_Asia,SSP126,2060,118.42965,0.703523756,8.358185228,-117.7261262
China,SSP126,2025,1434.655282,1.434655282,126.2248406,-1433.220627
China,SSP126,2030,1425.197007,1.211417456,137.8237806,-1423.98559
China,SSP126,2035,1409.401855,1.01829284,145.1875386,-1408.383562
China,SSP126,2040,1388.688404,0.852828266,148.1803214,-1387.835576
China,SSP126,2045,1362.22517,0.711090053,147.7869757,-1361.51408
China,SSP126,2050,1327.779119,0.589142649,144.7117447,-1327.189976
China,SSP126,2055,1284.511471,0.484452879,140.0291537,-1284.027018
China,SSP126,2060,1234.648631,0.395800063,134.0558484,-1234.252831
Colombia,SSP126,2025,52.254432,3.13526592,1.778940788,-49.11916608
Colombia,SSP126,2030,53.731331,2.740297881,1.960071969,-50.99103312
Colombia,SSP126,2035,54.76224,2.373943104,2.185598721,-52.3882969
Colombia,SSP126,2040,55.351789,2.039575045,2.422828825,-53.31221396
Colombia,SSP126,2045,55.59833,1.741360545,2.660212613,-53.85696946
Colombia,SSP126,2050,55.51264,1.477875197,2.869498089,-54.0347648
Colombia,SSP126,2055,55.115279,1.247202047,3.051425839,-53.86807695
Colombia,SSP126,2060,54.415737,1.046666311,3.197044173,-53.36907069
EU_12,SSP126,2025,100.427743,0.513484868,9.541907429,-99.91425813
EU_12,SSP126,2030,98.335416,0.427368819,9.853862999,-97.90804718
EU_12,SSP126,2035,96.1876,0.355329191,10.07222784,-95.83227081
EU_12,SSP126,2040,94.109799,0.295505501,10.1252195,-93.8142935
EU_12,SSP126,2045,92.173148,0.246010742,10.12162979,-91.92713726
EU_12,SSP126,2050,90.357037,0.204989,10.02836506,-90.152048
EU_12,SSP126,2055,88.468927,0.170599699,9.926100392,-88.2983273
EU_12,SSP126,2060,86.430185,0.141668035,9.800331252,-86.28851697
EU_15,SSP126,2025,410.033328,1.179949142,49.62534359,-408.8533789
EU_15,SSP126,2030,411.441405,1.006400979,49.96806623,-410.435004
EU_15,SSP126,2035,413.073448,0.858834064,50.39775008,-412.2146139
EU_15,SSP126,2040,414.937138,0.733302583,50.99105718,-414.2038354
EU_15,SSP126,2045,417.128155,0.626598481,51.90803934,-416.5015565
EU_15,SSP126,2050,419.359945,0.535458363,52.57871322,-418.8244866
EU_15,SSP126,2055,420.261782,0.45611839,53.18080595,-419.8056636
EU_15,SSP126,2060,419.7301,0.387210143,53.74243858,-419.3428899
Europe_Eastern,SSP126,2025,48.90282,0.04890282,4.136734893,-48.85391718
Europe_Eastern,SSP126,2030,49.256556,0.041868073,4.453379744,-49.21468793
Europe_Eastern,SSP126,2035,49.079536,0.035459965,4.734182236,-49.04407604
Europe_Eastern,SSP126,2040,48.489445,0.02977858,4.92034319,-48.45966642
Europe_Eastern,SSP126,2045,47.647188,0.02487213,5.007230938,-47.62231587
Europe_Eastern,SSP126,2050,46.688255,0.020715827,4.998508393,-46.66753917
Europe_Eastern,SSP126,2055,45.630681,0.017209589,4.942876428,-45.61347141
Europe_Eastern,SSP126,2060,44.513973,0.01427016,4.849443884,-44.49970284
Europe_Non_EU,SSP126,2025,104.768645,0.505405313,6.697380726,-104.2632397
Europe_Non_EU,SSP126,2030,107.044363,0.438925896,7.168752919,-106.6054371
Europe_Non_EU,SSP126,2035,108.723907,0.378940809,7.610031316,-108.3449662
Europe_Non_EU,SSP126,2040,109.923808,0.325654451,7.96514751,-109.5981535
Europe_Non_EU,SSP126,2045,110.748213,0.278882271,8.259811494,-110.4693307
Europe_Non_EU,SSP126,2050,111.043317,0.237681583,8.439164892,-110.8056354
Europe_Non_EU,SSP126,2055,110.780974,0.201552045,8.563403747,-110.579422
Europe_Non_EU,SSP126,2060,109.896742,0.169951802,8.607250015,-109.7267902
European_Free_Trade_Association,SSP126,2025,14.738947,0.011006899,2.501783101,-14.7279401
European_Free_Trade_Association,SSP126,2030,15.048399,0.009552295,2.559521196,-15.03884671
European_Free_Trade_Association,SSP126,2035,15.343277,0.008278554,2.610202556,-15.33499845
European_Free_Trade_Association,SSP126,2040,15.629444,0.007168013,2.660138924,-15.62227599
European_Free_Trade_Association,SSP126,2045,15.928266,0.006209301,2.727093069,-15.9220567
European_Free_Trade_Association,SSP126,2050,16.248063,0.005383872,2.783476545,-16.24267913
European_Free_Trade_Association,SSP126,2055,16.520116,0.004652915,2.842088479,-16.51546309
European_Free_Trade_Association,SSP126,2060,16.732276,0.00400577,2.897156618,-16.72827023
India,SSP126,2025,1440.101083,185.7730397,33.70775148,-1254.328043
India,SSP126,2030,1485.835119,162.9218208,40.14608939,-1322.913298
India,SSP126,2035,1518.47722,141.5258731,46.83023756,-1376.951347
India,SSP126,2040,1537.916771,121.8370347,53.4055777,-1416.079736
India,SSP126,2045,1547.096195,104.1796109,59.11691864,-1442.916584
India,SSP126,2050,1545.574885,88.46559257,63.6677352,-1457.109292
India,SSP126,2055,1535.154094,74.68875836,67.27668352,-1460.465336
India,SSP126,2060,1516.115873,62.69812956,69.86131499,-1453.417743
Indonesia,SSP126,2025,279.835215,5.316869085,9.941405187,-274.5183459
Indonesia,SSP126,2030,288.180539,4.654115705,11.25038275,-283.5264233
Indonesia,SSP126,2035,294.152585,4.037979611,12.55061779,-290.1146054
Indonesia,SSP126,2040,297.594932,3.472449265,13.78456183,-294.1224827
Indonesia,SSP126,2045,299.186477,2.967367007,14.82293497,-296.21911
Indonesia,SSP126,2050,298.844602,2.519379813,15.57777353,-296.3252222
Indonesia,SSP126,2055,296.860194,2.127252889,16.09094722,-294.7329411
Indonesia,SSP126,2060,293.123678,1.785405969,16.3733786,-291.338272
Japan,SSP126,2025,122.666144,0.858663008,15.64595579,-121.807481
Japan,SSP126,2030,119.848495,0.713098545,15.63473267,-119.1353965
Japan,SSP126,2035,116.91472,0.591296196,15.65374083,-116.3234238
Japan,SSP126,2040,113.880401,0.489557609,15.6263138,-113.3908434
Japan,SSP126,2045,110.825023,0.404959483,15.56973492,-110.4200635
Japan,SSP126,2050,107.861371,0.335010643,15.41922498,-107.5263604
Japan,SSP126,2055,105.019382,0.277256063,15.20126036,-104.7421259
Japan,SSP126,2060,102.184694,0.229306502,14.92585144,-101.9553875
Mexico,SSP126,2025,129.914073,1.558968876,7.232708208,
Mexico,SSP126,2030,134.159843,1.368430399,7.686874872,
Mexico,SSP126,2035,137.497658,1.192104695,8.155645278,
Mexico,SSP126,2040,139.859824,1.030696973,8.602681673,
Mexico,SSP126,2045,141.481031,0.886247789,9.032367887,
Mexico,SSP126,2050,142.271093,0.757517277,9.397035171,
Mexico,SSP126,2055,142.286774,0.643960655,9.701302275,
Mexico,SSP126,2060,141.517707,0.544408013,9.925652075,
Middle_East,SSP126,2025,290.560829,6.483212309,31.12666333,-284.0776167
Middle_East,SSP126,2030,309.06915,5.861756334,33.58765093,-303.2073937
Middle_East,SSP126,2035,325.521993,5.247728587,35.87219127,-320.2742644
Middle_East,SSP126,2040,339.911695,4.657748796,38.04695916,-335.2539462
Middle_East,SSP126,2045,352.723778,4.108313895,40.06641926,-348.6154641
Middle_East,SSP126,2050,363.355717,3.597326063,41.6832551,-359.7583909
Middle_East,SSP126,2055,371.49879,3.126253103,43.08072798,-368.3725369
Middle_East,SSP126,2060,376.841543,2.695531624,44.16896742,-374.1460114
Pakistan,SSP126,2025,247.104441,12.10811761,3.998205588,-234.9963234
Pakistan,SSP126,2030,268.498568,11.18296536,4.481785025,-257.3156026
Pakistan,SSP126,2035,288.411711,10.2104956,5.07504713,-278.2012154
Pakistan,SSP126,2040,306.178175,9.213551914,5.778159714,-296.9646231
Pakistan,SSP126,2045,322.584785,8.251172422,6.550083771,-314.3336126
Pakistan,SSP126,2050,337.341526,7.334331133,7.311545944,-330.0071949
Pakistan,SSP126,2055,349.658201,6.461797636,8.048782486,-343.1964034
Pakistan,SSP126,2060,359.420456,5.645876199,8.70434763,-353.7745798
Russia,SSP126,2025,145.478734,0.145478734,25.17912218,-145.3332553
Russia,SSP126,2030,143.719747,0.122161785,26.07178491,-143.5975852
Russia,SSP126,2035,142.125179,0.102685442,26.66319815,-142.0224936
Russia,SSP126,2040,140.916139,0.086540124,26.8293841,-140.8295989
Russia,SSP126,2045,140.180117,0.073174897,26.73515298,-140.1069421
Russia,SSP126,2050,139.631547,0.061955259,26.29115115,-139.5695917
Russia,SSP126,2055,138.773072,0.052338197,25.71467997,-138.7207338
Russia,SSP126,2060,137.527192,0.044088067,25.1061868,-137.4831039
South_Africa,SSP126,2025,60.847463,12.47372992,4.548719502,-48.37373308
South_Africa,SSP126,2030,63.369771,11.0421826,4.957657028,-52.3275884
South_Africa,SSP126,2035,65.328264,9.675932502,5.349010262,-55.6523315
South_Africa,SSP126,2040,66.734077,8.401528333,5.691743238,-58.33254867
South_Africa,SSP126,2045,67.758918,7.250968631,5.974040383,-60.50794937
South_Africa,SSP126,2050,68.479779,6.228892557,6.171594224,-62.25088644
South_Africa,SSP126,2055,68.675891,5.3097212,6.3094161,-63.3661698
South_Africa,SSP126,2060,68.361416,4.492596257,6.386041629,-63.86881974
South_America_Northern,SSP126,2025,31.430463,2.191261087,2.370358295,-29.23920191
South_America_Northern,SSP126,2030,32.518827,1.927068468,2.553385589,-30.59175853
South_America_Northern,SSP126,2035,33.412223,1.683009513,2.72691582,-31.72921349
South_America_Northern,SSP126,2040,34.033153,1.457143459,2.890990378,-32.57600954
South_America_Northern,SSP126,2045,34.442512,1.253469783,3.059017111,-33.18904222
South_America_Northern,SSP126,2050,34.638992,1.071527255,3.203979987,-33.56746475
South_America_Northern,SSP126,2055,34.657914,0.911295702,3.32913814,-33.7466183
South_America_Northern,SSP126,2060,34.520402,0.771527965,3.421832778,-33.74887404
South_America_Southern,SSP126,2025,95.232415,1.936658889,4.496536208,-93.29575611
South_America_Southern,SSP126,2030,98.53143,1.703185877,4.910762304,-96.82824412
South_America_Southern,SSP126,2035,101.050451,1.484719605,5.329857635,-99.5657314
South_America_Southern,SSP126,2040,102.73566,1.283058116,5.716476243,-101.4526019
South_America_Southern,SSP126,2045,103.855629,1.102488528,6.079173974,-102.7531405
South_America_Southern,SSP126,2050,104.37768,0.941825845,6.368169846,-103.4358542
South_America_Southern,SSP126,2055,104.275288,0.799766646,6.59885455,-103.4755214
South_America_Southern,SSP126,2060,103.543249,0.675029269,6.758222694,-102.8682197
South_Asia,SSP126,2025,272.657651,13.66311233,3.460628872,-258.9945387
South_Asia,SSP126,2030,286.260356,12.19304236,4.037126483,-274.0673136
South_Asia,SSP126,2035,297.079905,10.75580891,4.759917193,-286.3240961
South_Asia,SSP126,2040,305.23891,9.393525554,5.590264692,-295.8453844
South_Asia,SSP126,2045,311.548658,8.149548294,6.462351032,-303.3991097
South_Asia,SSP126,2050,315.868281,7.023160533,7.321250336,-308.8451205
South_Asia,SSP126,2055,318.116963,6.012184948,8.145674723,-312.1047781
South_Asia,SSP126,2060,318.193432,5.111585634,8.85593131,-313.0818464
South_Korea,SSP126,2025,51.545979,0.103091958,9.852152808,-51.44288704
South_Korea,SSP126,2030,51.113908,0.086893644,10.05148529,-51.02701436
South_Korea,SSP126,2035,50.513641,0.072992211,10.13532859,-50.44064879
South_Korea,SSP126,2040,49.660188,0.060995126,10.10281359,-49.59919287
South_Korea,SSP126,2045,48.594759,0.050733536,9.996352122,-48.54402546
South_Korea,SSP126,2050,47.410029,0.042072163,9.79217939,-47.36795684
South_Korea,SSP126,2055,45.860154,0.03459227,9.530097229,-45.82556173
South_Korea,SSP126,2060,43.938435,0.028171311,9.208137801,-43.91026369
Southeast_Asia,SSP126,2025,428.540869,5.900661403,20.79957445,-422.6402076
Southeast_Asia,SSP126,2030,442.763571,5.182022037,23.11513526,-437.581549
Southeast_Asia,SSP126,2035,453.170111,4.5082455,25.44803544,-448.6618655
Southeast_Asia,SSP126,2040,459.865932,3.88862857,27.83514226,-455.9773034
Southeast_Asia,SSP126,2045,464.019863,3.335191096,30.07671556,-460.6846719
Southeast_Asia,SSP126,2050,465.518675,2.844069369,31.97338446,-462.6746056
Southeast_Asia,SSP126,2055,464.195999,2.410590249,33.65018079,-461.7854088
Southeast_Asia,SSP126,2060,459.980798,2.030395446,34.96835578,-457.9504026
Taiwan,SSP126,2025,23.49916,0.02349916,3.931987099,-23.47566084
Taiwan,SSP126,2030,23.119519,0.019651591,3.949520519,-23.09986741
Taiwan,SSP126,2035,22.631945,0.01635158,3.922576033,-22.61559342
Taiwan,SSP126,2040,21.99661,0.013508668,3.896421942,-21.98310133
Taiwan,SSP126,2045,21.253434,0.011094425,3.868243339,-21.24233958
Taiwan,SSP126,2050,20.451087,0.009074256,3.821525646,-20.44201274
Taiwan,SSP126,2055,19.556708,0.007375803,3.757245724,-19.5493322
Taiwan,SSP126,2060,18.615772,0.00596779,3.68141949,-18.60980421
USA,SSP126,2025,342.061967,0.684123934,72.76264676,-341.3778431
USA,SSP126,2030,349.790925,0.594644573,73.15645701,-349.1962804
USA,SSP126,2035,357.289528,0.516283368,73.42048251,-356.7732446
USA,SSP126,2040,364.160468,0.447280095,74.34813201,-363.7131879
USA,SSP126,2045,370.461952,0.386766909,75.77762433,-370.0751851
USA,SSP126,2050,376.146515,0.333796414,76.93127794,-375.8127186
USA,SSP126,2055,380.486425,0.287000542,78.21640075,-380.1994245
USA,SSP126,2060,383.958568,0.24617664,79.6431125,-383.7123914
Africa_Eastern,SSP245,2025,375.018238,130.562599,7.071138973,-244.455639
Africa_Eastern,SSP245,2030,420.692659,139.1409412,8.526690368,-281.5517178
Africa_Eastern,SSP245,2035,466.980855,146.7278941,10.20565643,-320.2529609
Africa_Eastern,SSP245,2040,512.861529,153.086656,12.1579707,-359.774873
Africa_Eastern,SSP245,2045,557.878701,158.1978584,14.44554853,-399.6808426
Africa_Eastern,SSP245,2050,601.565066,162.0567154,16.85337704,-439.5083506
Africa_Eastern,SSP245,2055,642.693121,164.4794636,19.67210762,-478.2136574
Africa_Eastern,SSP245,2060,680.899605,165.544485,22.81044314,-515.35512
Africa_Northern,SSP245,2025,221.410417,1.439777491,8.510942136,-219.9706395
Africa_Northern,SSP245,2030,236.651259,1.461940691,9.824899647,-235.1893183
Africa_Northern,SSP245,2035,251.216631,1.474323973,11.07750354,-249.742307
Africa_Northern,SSP245,2040,265.367925,1.479505467,12.34445276,-263.8884195
Africa_Northern,SSP245,2045,278.699206,1.476139774,13.65300503,-277.2230662
Africa_Northern,SSP245,2050,290.704987,1.46274236,14.91303793,-289.2422446
Africa_Northern,SSP245,2055,300.983967,1.438740018,16.19648291,-299.545227
Africa_Northern,SSP245,2060,309.487762,1.405419734,17.42163036,-308.0823423
Africa_Southern,SSP245,2025,211.424223,106.7126579,4.306232181,-104.7115651
Africa_Southern,SSP245,2030,239.33096,114.758188,4.974499659,-124.572772
Africa_Southern,SSP245,2035,268.190655,122.1664758,5.693123513,-146.0241792
Africa_Southern,SSP245,2040,297.47707,128.7317002,6.567064851,-168.7453698
Africa_Southern,SSP245,2045,326.653775,134.2898834,7.684532929,-192.3638916
Africa_Southern,SSP245,2050,355.082162,138.6781617,8.949767345,-216.4040003
Africa_Southern,SSP245,2055,382.035509,141.7446111,10.49993193,-240.2908979
Africa_Southern,SSP245,2060,407.330696,143.5732629,12.31342629,-263.7574331
Africa_Western,SSP245,2025,629.854043,226.0048604,15.77470701,-403.8491826
Africa_Western,SSP245,2030,714.6882,243.6228809,19.32217443,-471.0653191
Africa_Western,SSP245,2035,805.141025,260.733614,23.46602641,-544.407411
Africa_Western,SSP245,2040,900.251755,276.9571938,28.21302741,-623.2945612
Africa_Western,SSP245,2045,998.217214,291.7409103,33.72117212,-706.4763037
Africa_Western,SSP245,2050,1097.111192,304.6116644,39.58113044,-792.4995276
Africa_Western,SSP245,2055,1194.324625,315.0227194,46.27863033,-879.3019056
Africa_Western,SSP245,2060,1288.429916,322.8523075,53.46880561,-965.5776085
Argentina,SSP245,2025,46.046193,0.276277158,3.548279121,-45.76991584
Argentina,SSP245,2030,47.225774,0.269186912,3.820265259,-46.95658709
Argentina,SSP245,2035,48.320109,0.26165339,4.0628677,-48.05845561
Argentina,SSP245,2040,49.298657,0.253604616,4.279262685,-49.04505238
Argentina,SSP245,2045,50.120031,0.244938471,4.476474165,-49.87509253
Argentina,SSP245,2050,50.764316,0.23568276,4.64340575,-50.52863324
Argentina,SSP245,2055,51.224476,0.225928181,4.811795972,-50.99854782
Argentina,SSP245,2060,51.456343,0.215603301,4.958088716,-51.2407397
Australia_NZ,SSP245,2025,31.746547,0.158732735,5.45107928,-31.58781427
Australia_NZ,SSP245,2030,32.874247,0.156152673,5.712408452,-32.71809433
Australia_NZ,SSP245,2035,33.919788,0.153063043,5.931699038,-33.76672496
Australia_NZ,SSP245,2040,34.90467,0.149631957,6.170419382,-34.75503804
Australia_NZ,SSP245,2045,35.870723,0.14608464,6.470109694,-35.72463836
Australia_NZ,SSP245,2050,36.843784,0.142545089,6.753517901,-36.70123891
Australia_NZ,SSP245,2055,37.741375,0.138716894,7.055490555,-37.60265811
Australia_NZ,SSP245,2060,38.568534,0.134669229,7.375214757,-38.43386477
Brazil,SSP245,2025,217.561951,7.614668285,14.17663644,-209.9472827
Brazil,SSP245,2030,222.220668,7.388837211,15.16408287,-214.8318308
Brazil,SSP245,2035,225.602922,7.126232299,15.95864928,-218.4766897
Brazil,SSP245,2040,227.643791,6.831163336,16.70949624,-220.8126277
Brazil,SSP245,2045,228.382237,6.51065658,17.48766263,-221.8715804
Brazil,SSP245,2050,227.813371,6.169717533,18.12495937,-221.6436535
Brazil,SSP245,2055,226.154079,5.818541033,18.69050414,-220.335538
Brazil,SSP245,2060,223.527486,5.463415306,19.14848864,-218.0640707
Canada,SSP245,2025,38.643509,0.077287018,10.62594711,-38.56622198
Canada,SSP245,2030,39.443004,0.074941708,10.87732597,-39.36806229
Canada,SSP245,2035,40.185866,0.072535488,11.10151055,-40.11333051
Canada,SSP245,2040,40.862898,0.070069654,11.37688022,-40.79282835
Canada,SSP245,2045,41.505006,0.067612174,11.70022985,-41.43739383
Canada,SSP245,2050,42.171046,0.065262303,11.98629375,-42.1057837
Canada,SSP245,2055,42.738774,0.062833852,12.29507882,-42.67594015
Canada,SSP245,2060,43.273856,0.060439495,12.62044757,-43.21341651
Central_America_and_Caribbean,SSP245,2025,94.373259,8.679595594,3.922221229,-85.69366341
Central_America_and_Caribbean,SSP245,2030,98.732768,8.626516472,4.290334107,-90.10625153
Central_America_and_Caribbean,SSP245,2035,102.532781,8.510606002,4.678806566,-94.022175
Central_America_and_Caribbean,SSP245,2040,105.689319,8.333979989,5.114211776,-97.35533901
Central_America_and_Caribbean,SSP245,2045,108.163094,8.102593677,5.610149114,-100.0605003
Central_America_and_Caribbean,SSP245,2050,109.975455,7.826441291,6.106135275,-102.1490137
Central_America_and_Caribbean,SSP245,2055,111.154666,7.514842237,6.628879232,-103.6398238
Central_America_and_Caribbean,SSP245,2060,111.776915,7.17906514,7.155090161,-104.5978499
Central_Asia,SSP245,2025,100.259589,1.857854768,7.318211286,-98.40173423
Central_Asia,SSP245,2030,105.641472,1.85970428,8.026422052,-103.7817677
Central_Asia,SSP245,2035,110.544175,1.84871053,8.542124451,-108.6954645
Central_Asia,SSP245,2040,115.23677,1.830828794,8.919847548,-113.4059412
Central_Asia,SSP245,2045,119.643049,1.805792041,9.212247222,-117.837257
Central_Asia,SSP245,2050,123.496396,1.770753674,9.381788037,-121.7256423
Central_Asia,SSP245,2055,126.524858,1.723468427,9.506077278,-124.8013896
Central_Asia,SSP245,2060,128.691145,1.665327844,9.598996348,-127.0258172
China,SSP245,2025,1434.605379,1.434605379,130.4266714,-1433.170774
China,SSP245,2030,1424.54453,1.353317304,141.4322119,-1423.191213
China,SSP245,2035,1407.131545,1.269936219,148.1339348,-1405.861609
China,SSP245,2040,1383.962093,1.186574499,152.0037042,-1382.775519
China,SSP245,2045,1353.560695,1.102483646,153.5300792,-1352.458211
China,SSP245,2050,1314.250564,1.016942034,152.3869131,-1313.233622
China,SSP245,2055,1265.782959,0.930466788,149.5207323,-1264.852492
China,SSP245,2060,1211.345826,0.845927969,145.3589719,-1210.499898
Colombia,SSP245,2025,52.418803,3.14512818,1.80521859,-49.27367482
Colombia,SSP245,2030,54.193535,3.089031495,1.984041769,-51.10450351
Colombia,SSP245,2035,55.597123,3.01058421,2.186088313,-52.58653879
Colombia,SSP245,2040,56.625133,2.912938404,2.416403137,-53.7121946
Colombia,SSP245,2045,57.273481,2.798976494,2.671719,-54.47450451
Colombia,SSP245,2050,57.593308,2.673876231,2.931220619,-54.91943177
Colombia,SSP245,2055,57.636127,2.542070974,3.2031169,-55.09405603
Colombia,SSP245,2060,57.435914,2.406578453,3.472188397,-55.02933555
EU_12,SSP245,2025,100.343391,0.513053578,9.353672043,-99.83033742
EU_12,SSP245,2030,98.104197,0.476524396,9.683775277,-97.6276726
EU_12,SSP245,2035,95.772036,0.441936506,9.902421161,-95.33009949
EU_12,SSP245,2040,93.51522,0.409946387,9.990493393,-93.10527361
EU_12,SSP245,2045,91.390139,0.380599056,10.05934259,-91.00953994
EU_12,SSP245,2050,89.434737,0.353832897,10.0554887,-89.0809041
EU_12,SSP245,2055,87.486786,0.328819861,10.07564137,-87.15796614
EU_12,SSP245,2060,85.463473,0.30515446,10.06959521,-85.15831854
EU_15,SSP245,2025,409.755188,1.179148741,47.35924682,-408.5760393
EU_15,SSP245,2030,410.616555,1.122546114,47.47479465,-409.4940089
EU_15,SSP245,2035,411.695007,1.069219673,47.76643466,-410.6257873
